Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,amazon_product_page (product.metafields.custom.amazon_product_page),fragrantica_link (product.metafields.custom.fragrantica_link),Product_Compliance_Single_Line (product.metafields.custom.product_compliance_single_linee),Product Specification Image (product.metafields.custom.product_specification_image),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance (product.metafields.shopify.fragrance),Material (product.metafields.shopify.material),Occasion (product.metafields.shopify.occasion),Olfactory family (product.metafields.shopify.olfactory-family),Product form (product.metafields.shopify.product-form),Scent (product.metafields.shopify.scent),Season (product.metafields.shopify.season),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
millennial-perfumer™-vanira-goddess-type-profile-match-extrait-de-parfum-creamy-vanilla-cacao-soft-lavender-spice-elegant-addictive-gourmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/2_f9ec2437-5a35-4ea4-a825-61e83e8d7edf.png?v=1776953750,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-vanira-goddess-type-profile-match-extrait-de-parfum-creamy-vanilla-cacao-soft-lavender-spice-elegant-addictive-gourmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/3_c67ae2bc-41a1-4dba-ab3e-daecd55d4380.png?v=1776953750,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-vanira-goddess-type-profile-match-extrait-de-parfum-creamy-vanilla-cacao-soft-lavender-spice-elegant-addictive-gourmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/4_fd9c31da-28b2-4b85-8c01-eac4eaff59f7.png?v=1776953750,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-vanira-goddess-type-profile-match-extrait-de-parfum-creamy-vanilla-cacao-soft-lavender-spice-elegant-addictive-gourmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/5_a6932cde-5122-4558-9eb2-d8654c062fe5.png?v=1776953749,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-vanira-goddess-type-profile-match-extrait-de-parfum-creamy-vanilla-cacao-soft-lavender-spice-elegant-addictive-gourmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/6_07d4ab45-0dcc-4c25-9797-5c661cbe6e56.png?v=1776953749,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-vanira-goddess-type-profile-match-extrait-de-parfum-creamy-vanilla-cacao-soft-lavender-spice-elegant-addictive-gourmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/7_b1e90f20-06bd-4eec-8d52-f0639b3ffa0b.png?v=1776953749,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-vanira-goddess-type-profile-match-extrait-de-parfum-creamy-vanilla-cacao-soft-lavender-spice-elegant-addictive-gourmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/8_29532319-3b0f-4688-ac47-ce6b970bba54.png?v=1776953749,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-symphony-symphony-type-profile-match-extrait-de-parfum-fresh-citrus-with-grapefruit-bergamot-ambroxan-musk-modern-clean-signature,"Millennial Perfumer™ – Symphony | Symphony Type (Profile Match) | Extrait de Parfum | Fresh Citrus with Grapefruit, Bergamot & Ambroxan Musk | Modern Clean Signature","<p><meta charset=""utf-8""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0905/8068/0994/files/Screenshot_2024-10-13_at_12.38.48_PM.png?v=1728803344"" width=""573"" height=""114""><br><meta charset=""utf-8""></p>",Millennial Perfumer,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,Fine Fragrance,Louiee Vitton,true,Quantity,50ml,,,,,,,,F070,0.0,shopify,deny,manual,699.00,1299.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/1_0e6a4b32-d9ef-43c1-93ba-155f6e08194f.png?v=1776933076,1,"",false,Symphony — LV's Symphony Type | EDP | Millennial Perfumer™ India,"Looking for LV Symphony Inspired Version in India? Shop Symphony — our premium EDP profile match. Grapefruit, Bergamot & Ambroxan Musk 10-12hr longevity. Free delivery. Buy 1 Get 1 Free!",,,adult,,,,,,,,,https://www.amazon.in/dp/B0DW8NKM3H?th=1,,COMPLIANT WITH IFRA | 35% OIL CONCENTRATION | IMPORTED FRAGRANCE OIL,,,'1,adults,spray,citrus; floral; vanilla; woody,glass; metal,special-occasion; formal; everyday; casual,citrus; floral; woody; musky,liquid,woody; floral; musk; sweet,winter; summer; fall; spring,male; female,,,,,,g,,0.00,true,,,active
millennial-perfumer™-symphony-symphony-type-profile-match-extrait-de-parfum-fresh-citrus-with-grapefruit-bergamot-ambroxan-musk-modern-clean-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/2_fa564800-799e-4341-9344-b87bb02e097b.png?v=1776933078,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-symphony-symphony-type-profile-match-extrait-de-parfum-fresh-citrus-with-grapefruit-bergamot-ambroxan-musk-modern-clean-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/3_2276caa7-faea-438a-9aed-1c3406bd27c6.png?v=1776933076,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-symphony-symphony-type-profile-match-extrait-de-parfum-fresh-citrus-with-grapefruit-bergamot-ambroxan-musk-modern-clean-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/4_629fd0f7-0f6b-4ce8-9097-0a5744ecf64b.png?v=1776933076,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-symphony-symphony-type-profile-match-extrait-de-parfum-fresh-citrus-with-grapefruit-bergamot-ambroxan-musk-modern-clean-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/5_237f99ef-173d-4641-bf1c-c4d2a0e5db7f.png?v=1776933074,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-symphony-symphony-type-profile-match-extrait-de-parfum-fresh-citrus-with-grapefruit-bergamot-ambroxan-musk-modern-clean-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/6_6a2ad455-d0ca-4534-acaa-5c8021405898.png?v=1776933074,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-symphony-symphony-type-profile-match-extrait-de-parfum-fresh-citrus-with-grapefruit-bergamot-ambroxan-musk-modern-clean-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/7_0a083798-31e9-4b32-b72f-ffbd3061d6e5.png?v=1776933075,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-symphony-symphony-type-profile-match-extrait-de-parfum-fresh-citrus-with-grapefruit-bergamot-ambroxan-musk-modern-clean-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/8_bd36cf0f-d3af-400e-a5b4-62c590d94ab7.png?v=1776933074,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-talisman-blue-blue-talisman-type-profile-match-extrait-de-parfum-fresh-fruity-citrus-musky-woods-ambrofix™-modern-radiant-signature,"Millennial Perfumer™ – Talisman Blue | Blue Talisman Type (Profile Match) | Extrait de Parfum | Fresh Fruity Citrus, Musky Woods & Ambrofixx | Modern Radiant Signature","<p><meta charset=""utf-8""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0905/8068/0994/files/Screenshot_2024-10-13_at_12.38.48_PM.png?v=1728803344"" width=""573"" height=""114""><br><meta charset=""utf-8""></p>",Millennial Perfumer,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,Fine Fragrance,Ex-Niihilo,true,Quantity,50ml,,,,,,,,F069,0.0,shopify,deny,manual,699.00,1299.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/1_aa02446e-a973-44a9-8366-b5cf7704cc9d.png?v=1776920510,1,"",false,Talisman — Blue Talisman Type | EDP | Millennial Perfumer™ India,"Looking for Blue Talisman Inspired Version in India? Shop Talisman — our premium EDP profile match. Fresh Fruity Citrus, Musky Woods & Ambrofixx 10-12hr longevity. Free delivery. Buy 1 Get 1 Free!",,,adult,,,,,,,,,https://www.amazon.in/dp/B0DW8NKM3H?th=1,,COMPLIANT WITH IFRA | 35% OIL CONCENTRATION | IMPORTED FRAGRANCE OIL,,,'1,adults,spray,citrus; floral; vanilla; woody,glass; metal,special-occasion; formal; everyday; casual,citrus; floral; woody; musky,liquid,woody; floral; musk; sweet,winter; summer; fall; spring,male; female,,,,,,g,,0.00,true,,,active
millennial-perfumer™-talisman-blue-blue-talisman-type-profile-match-extrait-de-parfum-fresh-fruity-citrus-musky-woods-ambrofix™-modern-radiant-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/2_c4102622-e28d-4072-a38e-6152de938d78.png?v=1776920510,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-talisman-blue-blue-talisman-type-profile-match-extrait-de-parfum-fresh-fruity-citrus-musky-woods-ambrofix™-modern-radiant-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/3_4d454f7b-804e-4cfc-8ccd-ea06715fd317.png?v=1776920510,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-talisman-blue-blue-talisman-type-profile-match-extrait-de-parfum-fresh-fruity-citrus-musky-woods-ambrofix™-modern-radiant-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/4_4775e8b9-a7e2-41e0-bbe2-9df7e3387cf8.png?v=1776920510,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-talisman-blue-blue-talisman-type-profile-match-extrait-de-parfum-fresh-fruity-citrus-musky-woods-ambrofix™-modern-radiant-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/5_1ffc57ef-9d3c-4615-a545-bd2e208967e1.png?v=1776920509,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-talisman-blue-blue-talisman-type-profile-match-extrait-de-parfum-fresh-fruity-citrus-musky-woods-ambrofix™-modern-radiant-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/6_f57fd903-e7a5-49c1-964e-d7897ecb105f.png?v=1776920509,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-talisman-blue-blue-talisman-type-profile-match-extrait-de-parfum-fresh-fruity-citrus-musky-woods-ambrofix™-modern-radiant-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/7_6854ddb9-a401-4010-9907-a313b1ff9fe5.png?v=1776920510,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-talisman-blue-blue-talisman-type-profile-match-extrait-de-parfum-fresh-fruity-citrus-musky-woods-ambrofix™-modern-radiant-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/8_bd0f3384-513a-4b06-b811-4488bd51491a.png?v=1776920509,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-elixir-amouage-guidance-type-profile-match-creamy-pear-hazelnut-floral-amber-elegant-soft-spicy-signature,"Millennial Perfumer™ – Guidance | Amouuage Guidance Type (Profile Match) | Creamy Pear, Hazelnut & Floral Amber | Elegant Soft-Spicy Signature","<p><meta charset=""utf-8""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0905/8068/0994/files/Screenshot_2024-10-13_at_12.38.48_PM.png?v=1728803344"" width=""573"" height=""114""><br><meta charset=""utf-8""></p>",Millennial Perfumer,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,Fine Fragrance,Amouuage,true,Quantity,50ml,,,,,,,,F068,0.0,shopify,deny,manual,699.00,1299.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/1_91f44b01-3c0e-42f9-b7bd-c6c3fdf6d74d.png?v=1776917790,1,"",false,Guidance — Amouuage Guidance Type | EDP | Millennial Perfumer™ India,"Looking for Amouuage Guidance Inspired Version in India? Shop Guidance — our premium EDP profile match. Creamy Pear, Hazelnut & Floral Amber 10-12hr longevity. Free delivery. Buy 1 Get 1 Free!",,,adult,,,,,,,,,https://www.amazon.in/dp/B0DW8NKM3H?th=1,,COMPLIANT WITH IFRA | 35% OIL CONCENTRATION | IMPORTED FRAGRANCE OIL,,,'1,adults,spray,citrus; floral; vanilla; woody,glass; metal,special-occasion; formal; everyday; casual,citrus; floral; woody; musky,liquid,woody; floral; musk; sweet,winter; summer; fall; spring,male; female,,,,,,g,,0.00,true,,,active
millennial-perfumer™-elixir-amouage-guidance-type-profile-match-creamy-pear-hazelnut-floral-amber-elegant-soft-spicy-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/2_891c46c6-0d6b-434b-a990-a4fb8eb07933.png?v=1776917790,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-elixir-amouage-guidance-type-profile-match-creamy-pear-hazelnut-floral-amber-elegant-soft-spicy-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/3_5201a7b8-8766-42c7-afe7-c3d56eaea1db.png?v=1776917790,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-elixir-amouage-guidance-type-profile-match-creamy-pear-hazelnut-floral-amber-elegant-soft-spicy-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/4_677e3ba8-cb7c-41f7-84aa-3aad58f8f131.png?v=1776917793,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-elixir-amouage-guidance-type-profile-match-creamy-pear-hazelnut-floral-amber-elegant-soft-spicy-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/5_61b48ba5-915d-4c9d-830d-092ebbe04390.png?v=1776917788,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-elixir-amouage-guidance-type-profile-match-creamy-pear-hazelnut-floral-amber-elegant-soft-spicy-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/6_4b1b8fbe-010d-409d-b0a5-556b1f526fa8.png?v=1776917788,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-elixir-amouage-guidance-type-profile-match-creamy-pear-hazelnut-floral-amber-elegant-soft-spicy-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/7_f5a4f60a-ea99-4c7f-89fa-bcf346245d73.png?v=1776917789,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-elixir-amouage-guidance-type-profile-match-creamy-pear-hazelnut-floral-amber-elegant-soft-spicy-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/8_acbf3881-abcf-4b9f-9c54-69546312bdb5.png?v=1776917789,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-elixir-le-male-elixir-type-profile-match-fresh-aromatic-mint-warm-vanilla-tobacco-bold-masculine-signature,"Millennial Perfumer™ – Male Elixir | Le Male Elixir Type (Profile Match) | Fresh Aromatic Mint, Warm Vanilla & Tobacco | Bold Masculine Signature","<p><meta charset=""utf-8""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0905/8068/0994/files/Screenshot_2024-10-13_at_12.38.48_PM.png?v=1728803344"" width=""573"" height=""114""><br><meta charset=""utf-8""></p>",Millennial Perfumer,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,Fine Fragrance,Jean Paul Gaaultier,true,Quantity,50ml,,,,,,,,F067,0.0,shopify,deny,manual,699.00,1299.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/1_81844348-2e80-41c8-af5d-440121f9e147.png?v=1776915768,1,"",false,Male Elixir — Le Male Elixir Type | EDP | Millennial Perfumer™ India,"Looking for Le Male Elixir Inspired Version in India? Shop Male Elixir — our premium EDP profile match. Fresh Aromatic Mint, Warm Vanilla & Tobacco 10-12hr longevity. Free delivery. Buy 1 Get 1 Free!",,,adult,,,,,,,,,https://www.amazon.in/dp/B0DW8NKM3H?th=1,,COMPLIANT WITH IFRA | 35% OIL CONCENTRATION | IMPORTED FRAGRANCE OIL,,,,adults,spray,citrus; floral; vanilla; woody,glass; metal,special-occasion; formal; everyday; casual,citrus; floral; woody; musky,liquid,woody; floral; musk; sweet,winter; summer; fall; spring,male; female,,,,,,g,,0.00,true,,,active
millennial-perfumer™-elixir-le-male-elixir-type-profile-match-fresh-aromatic-mint-warm-vanilla-tobacco-bold-masculine-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/2_4378d4ab-11b5-44f6-a87a-f3f3c24375e3.png?v=1776915771,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-elixir-le-male-elixir-type-profile-match-fresh-aromatic-mint-warm-vanilla-tobacco-bold-masculine-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/3_c97df730-08fc-431d-9c1c-ffe36d7f4287.png?v=1776915768,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-elixir-le-male-elixir-type-profile-match-fresh-aromatic-mint-warm-vanilla-tobacco-bold-masculine-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/4_3045925f-e57c-4baf-89e7-5c0f73f8fd62.png?v=1776915768,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-elixir-le-male-elixir-type-profile-match-fresh-aromatic-mint-warm-vanilla-tobacco-bold-masculine-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/5_df58f67c-6878-4674-94e4-93b9e796fd03.png?v=1776915766,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-elixir-le-male-elixir-type-profile-match-fresh-aromatic-mint-warm-vanilla-tobacco-bold-masculine-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/6_23b254c3-62d2-4277-b1b4-d745f8e79524.png?v=1776915767,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-elixir-le-male-elixir-type-profile-match-fresh-aromatic-mint-warm-vanilla-tobacco-bold-masculine-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/7_63fdbb3f-2069-4aa1-8af0-8fcf24038a7e.png?v=1776915767,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-elixir-le-male-elixir-type-profile-match-fresh-aromatic-mint-warm-vanilla-tobacco-bold-masculine-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/8_70a5beab-e232-4304-8d18-a1a4127c9c22.png?v=1776915767,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-coco-coco-mademoiselle-type-profile-matches-fresh-citrus-elegant-florals-warm-vanilla-patchouli-modern-feminine-signature,"Millennial Perfumer™ – Coco | Coco Mademoiselle Type (Profile Matches) | Fresh Citrus, Elegant Florals & Warm Vanilla Patchouli | Modern Feminine Signature","<p><meta charset=""utf-8""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0905/8068/0994/files/Screenshot_2024-10-13_at_12.38.48_PM.png?v=1728803344"" width=""573"" height=""114""><br><meta charset=""utf-8""></p>",Millennial Perfumer,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,Fine Fragrance,Channel,true,Quantity,50ml,,,,,,,,F066,0.0,shopify,deny,manual,699.00,1299.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/1Large.png?v=1776862140,1,"",false,Coco — Coco Mademoiselle Type | EDP | Millennial Perfumer™ India,"Looking for Coco Mademoiselle Inspired Version in India? Shop Coco — our premium EDP profile match. Radiant Fresh Citrus, Elegant Florals & Warm Vanilla Patchouli 10-12hr longevity. Free delivery. Buy 1 Get 1 Free!",,,adult,,,,,,,,,https://www.amazon.in/dp/B0DW8NKM3H?th=1,,COMPLIANT WITH IFRA | 35% OIL CONCENTRATION,,,'1,adults,spray,citrus; floral; vanilla; woody,glass; metal,special-occasion; formal; everyday; casual,citrus; floral; woody; musky,liquid,woody; floral; musk; sweet,winter; summer; fall; spring,male; female,,,,,,g,,0.00,true,,,active
millennial-perfumer™-coco-coco-mademoiselle-type-profile-matches-fresh-citrus-elegant-florals-warm-vanilla-patchouli-modern-feminine-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/2Large.png?v=1776862140,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-coco-coco-mademoiselle-type-profile-matches-fresh-citrus-elegant-florals-warm-vanilla-patchouli-modern-feminine-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/3Large.png?v=1776862140,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-coco-coco-mademoiselle-type-profile-matches-fresh-citrus-elegant-florals-warm-vanilla-patchouli-modern-feminine-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/4Large.png?v=1776862140,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-coco-coco-mademoiselle-type-profile-matches-fresh-citrus-elegant-florals-warm-vanilla-patchouli-modern-feminine-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/5Large.png?v=1776862140,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-coco-coco-mademoiselle-type-profile-matches-fresh-citrus-elegant-florals-warm-vanilla-patchouli-modern-feminine-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/6Large.png?v=1776862140,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-coco-coco-mademoiselle-type-profile-matches-fresh-citrus-elegant-florals-warm-vanilla-patchouli-modern-feminine-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/7Large.png?v=1776862140,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
millennial-perfumer™-coco-coco-mademoiselle-type-profile-matches-fresh-citrus-elegant-florals-warm-vanilla-patchouli-modern-feminine-signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0905/8068/0994/files/8Large.png?v=1776862140,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
